DIRECCION_SALUD,RED_SALUD,MICRO_RED,DESC_ESTAB,year,Incluidos,Curado,Tratamiento completo,Fracaso,Fallecido,Abandono,No evaluado,Excluido,p_abandono
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. VILLA LIMATAMBO,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,C.M. I. CESAR LOPEZ SILVA,2010,4,1,,1,,2,,,50.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. PACHACAMAC,2010,1,,,,,1,,,100.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,C.S. JUAN PABLO II,2010,1,,,,,1,,,100.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. CRISTO SALVADOR,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. FERNANDO LUYO SIERRA,2010,2,1,,,,1,,,50.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. OASIS DE VILLA,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. SARITA COLONIA,2010,2,1,,,,1,,,50.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. SASBI,2010,2,2,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,LURIN,C.S. KM. 40,2010,7,4,,1,,2,,,28.6
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,LURIN,C.S. LURIN,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,LURIN,P.S. BUENA VISTA,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,PACHACAMAC,C.S. PACHACAMAC,2010,2,1,,,,,1,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,PACHACAMAC,P.S. GUAYABO,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,PORTADA DE MANCHAY,C.S. PORTADA DE MANCHAY,2010,2,1,,,,1,,,50.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,PORTADA DE MANCHAY,P.S. PARQUES DE MANCHAY,2010,1,,,,,1,,,100.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,C.M.I SAN JOSE,2010,6,5,,,,,1,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,P.S. LLANAVILLA,2010,2,2,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,P.S. SEÑOR DE LOS MILAGROS,2010,1,1,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN MARTIN DE PORRES,C.S. SAN MARTIN DE PORRAS,2010,2,2,,,,,,,0.0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN MARTIN DE PORRES,P.S. SAGRADA FAMILIA,2010,2,1,,,,1,,,50.0
LORETO,MAYNAS - LORETO,PUNCHANA,C.S. BELLAVISTA NANAY,2010,1,,,,,,1,,0.0
MADRE DE DIOS,MADRE DE DIOS,IBERIA,HOSP. SAN MARTIN,2010,1,1,,,,,,,0.0
MADRE DE DIOS,MADRE DE DIOS,JORGE CHAVEZ,C.S. JORGE CHAVEZ,2010,1,1,,,,,,,0.0
MADRE DE DIOS,MADRE DE DIOS,JORGE CHAVEZ,P.S. LA CACHUELA,2010,1,,,,,1,,,100.0
MADRE DE DIOS,MADRE DE DIOS,MAZUKO,C.S. MAZUCO,2010,1,1,,,,,,,0.0
MADRE DE DIOS,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. SANTA ROSA,2010,4,4,,,,,,,0.0
MOQUEGUA,ILO,ILO,C.S. ALTO ILO,2010,1,1,,,,,,,0.0
MOQUEGUA,ILO,ILO,C.S. PAMPA INALAMBRICA,2010,1,,,,,1,,,100.0
MOQUEGUA,MOQUEGUA,MOQUEGUA,C.S. SAN FRANCISCO,2010,4,,1,,,1,2,,25.0
PIURA I (PIURA),BAJO PIURA,CATACAOS,P.S. II NUEVO CHATO CHICO,2010,1,,,,,,1,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II MICAELA BASTIDAS,2010,1,,,,,1,,,100.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II PACHITEA,2010,1,,,,,1,,,100.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II SAN PEDRO,2010,1,,,,,,1,,0.0
PIURA II (SULLANA),SULLANA,BELLAVISTA,C.S. BELLAVISTA,2010,1,,,,,1,,,100.0
PIURA II (SULLANA),SULLANA,TALARA,C.S. TALARA,2010,1,1,,,,,,,0.0
PUNO,YUNGUYO,COPANI,P.S. KCANAMARCA,2010,1,,,,,,1,,0.0
PUNO,YUNGUYO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. YUNGUYO,2010,1,,,,1,,,,0.0
PUNO,YUNGUYO,OLLARAYA,P.S. TINICACHI,2010,1,,,,,,1,,0.0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL AUCALLAMA HUARAL,2010,2,,,,,1,1,,50.0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL NUEVO IMPERIAL CAÑETE,2010,1,,,,,1,,,100.0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,P.S. PEDRO ABRAHAM LOPEZ GUILLEN,2010,1,1,,,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE BARRANCA,2010,2,1,,,,1,,,50.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,C.S. LAURIAMA,2010,2,1,,1,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. CHAQUILA,2010,1,1,,,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. POTAO,2010,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE HUACHO,2010,2,1,,,1,,,,0.0
REGION LIMA,RED II HUAURA - OYON,HUALMAY,P.S. DOMINGO MANDAMIENTO,2010,2,1,,,1,,,,0.0
REGION LIMA,RED II HUAURA - OYON,HUAURA,C.S. HUAURA,2010,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,VEGUETA,C.S. VEGUETA,2010,2,1,1,,,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE CHANCAY,2010,1,1,,,,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE HUARAL,2010,4,2,,1,1,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,HUARAL-YUNGUY,C.S. LA QUERENCIA,2010,1,,,,1,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,HUARAL-YUNGUY,P.S. CENTENARIO,2010,1,1,,,,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,HUARAL-YUNGUY,P.S. TUPAC AMARU,2010,1,1,,,,,,,0.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,C.S. RICARDO PALMA,2010,2,,,2,,,,,0.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,P.S. BUENOS AIRES,2010,2,1,1,,,,,,0.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,P.S. SANTA EULALIA,2010,1,1,,,,,,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,C.S. IMPERIAL,2010,3,,2,,,1,,,33.3
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. CARMEN ALTO,2010,4,1,1,,1,1,,,25.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. LAS MALVINAS,2010,1,,,,,1,,,100.0
REGION LIMA,RED VIII CHILCA - MALA,CHILCA,C.S. CHILCA,2010,1,,,,,1,,,100.0
REGION LIMA,RED VIII CHILCA - MALA,MALA,P.S. DIGNIDAD NACIONAL,2010,1,1,,,,,,,0.0
TACNA,TACNA,CONO NORTE,P.S. JUAN VELASCO,2010,1,1,,,,,,,0.0
TACNA,TACNA,CONO SUR,C.S. SAN FRANCISCO,2010,2,1,1,,,,,,0.0
TACNA,TACNA,CONO SUR,P.S. 5 DE NOVIEMBRE,2010,0,,,,,,,1,
TACNA,TACNA,CONO SUR,P.S. LAS BEGONIAS,2010,1,,,,,,1,,0.0
TACNA,TACNA,FRONTERA,C.S. POCOLLAY,2010,2,,1,,,,1,,0.0
TACNA,TACNA,METROPOLITANA,C.S. AUGUSTO B. LEGUIA,2010,1,1,,,,,,,0.0
TACNA,TACNA,METROPOLITANA,C.S. BOLOGNESI,2010,1,1,,,,,,,0.0
TACNA,TACNA,METROPOLITANA,C.S. LA NATIVIDAD,2010,2,,,,,,2,,0.0
TACNA,TACNA,METROPOLITANA,C.S. METROPOLITANO,2010,1,,,,,1,,,100.0
TACNA,TACNA,METROPOLITANA,P.S. RAMON COPAJA,2010,1,,,,,,1,,0.0
TUMBES,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO JOSE ALFREDO MENDOZA OLAVARRI,2010,2,,,1,,,1,,0.0
TUMBES,TUMBES,CORRALES,C.S. LA CRUZ,2010,1,,,,1,,,,0.0
TUMBES,TUMBES,PAMPA GRANDE,C.S. SAN JUAN DE LA VIRGEN,2010,1,,,,,,1,,0.0
TUMBES,TUMBES,ZARUMILLA,C.S. ANDRES ARAUJO,2010,1,,1,,,,,,0.0
TUMBES,TUMBES,ZARUMILLA,P.S. LA CURVA,2010,1,,,,,,1,,0.0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,C.S. NUEVO PARAISO,2010,3,1,,,1,1,,,33.3
UCAYALI,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,P.S. HUSARES DEL PERU.,2010,1,,,1,,,,,0.0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,P.S. JOSE OLAYA,2010,1,,1,,,,,,0.0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,C.S. SAN JOSE DE YARINACOCHA,2010,1,,,,,1,,,100.0
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE PUCALLPA,2010,4,2,2,,,,,,0.0
ANCASH,HUARAZ,CARAZ,HOSP. CARAZ,2011,1,1,,,,,,,0
ANCASH,HUARAZ,CARAZ,P.S. YURACOTO,2011,1,1,,,,,,,0
ANCASH,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NIVEL III CHIMBOTE - ESSALUD,2011,0,,,,,,,1,
ANCASH,PACIFICO,CASMA,HOSP. CASMA,2011,4,2,,,1,1,,,25
ANCASH,PACIFICO,HUARMEY,P.S. CULEBRAS,2011,1,,,,,1,,,100
ANCASH,PACIFICO,MIRAFLORES ALTO,P.S. FLORIDA,2011,2,2,,,,,,,0
ANCASH,PACIFICO,MIRAFLORES ALTO,P.S. MIRAFLORES ALTO,2011,1,1,,,,,,,0
ANCASH,PACIFICO,MIRAFLORES ALTO,P.S. SANTA ANA COSTA,2011,2,1,,,,1,,,50
ANCASH,PACIFICO,PROGRESO,C.S. PROGRESO,2011,2,1,,,,1,,,50
ANCASH,PACIFICO,PROGRESO,P.S. MAGDALENA NUEVA,2011,3,2,,,,1,,,33.33333333
ANCASH,PACIFICO,PROGRESO,P.S. SAN PEDRO,2011,2,2,,,,,,,0
ANCASH,PACIFICO,YUGOSLAVIA,C.S. YUGOSLAVIA,2011,2,2,,,,,,,0
ANCASH,PACIFICO,YUGOSLAVIA,P.S. NICOLAS GARATEA,2011,2,2,,,,,,,0
ANCASH,PACIFICO,YUGOSLAVIA,P.S. SATELITE,2011,1,1,,,,,,,0
AREQUIPA,AREQUIPA  CAYLLOMA,CIUDAD BLANCA,C.S. CIUDAD BLANCA,2011,1,,,,,1,,,100
AREQUIPA,AREQUIPA  CAYLLOMA,EL PEDREGAL,C.S. SANDRITA PEREZ EL PEDREGAL,2011,1,1,,,,,,,0
AREQUIPA,AREQUIPA  CAYLLOMA,MARIANO MELGAR,P.S. ATALAYA,2011,1,,1,,,,,,0
AREQUIPA,AREQUIPA  CAYLLOMA,MARITZA CAMPOS DIAZ,P.S. NAZARENO,2011,1,1,,,,,,,0
AREQUIPA,AREQUIPA  CAYLLOMA,TIABAYA,C.S. TIABAYA,2011,1,,,,,,1,,0
AREQUIPA,AREQUIPA  CAYLLOMA,VICTOR RAUL HINOJOZA,C.S. VICTOR R. HINOJOSA,2011,1,,,1,,,,,0
AREQUIPA,AREQUIPA  CAYLLOMA,YANAHUARA,P.S. PAMPA DE CAMARONES,2011,1,,,,,1,,,100
AREQUIPA,CAMANA CARAVELLI,ACARI,P.S. YAUCA,2011,1,,1,,,,,,0
AREQUIPA,CAMANA CARAVELLI,CHALA,C.S. CHALA,2011,2,1,,,,1,,,50
AREQUIPA,CAMANA CARAVELLI,CHALA,P.S. ATIQUIPA,2011,1,,,,,,1,,0
AREQUIPA,CAMANA CARAVELLI,LA PAMPA,C.S. LA PAMPA,2011,1,,1,,,,,,0
AREQUIPA,CASTILLA CONDESUYOS - LA UNION,HUANCARQUI,P.S. HUATIPILLA,2011,1,1,,,,,,,0
AREQUIPA,ISLAY,LA PUNTA,C.S. LA PUNTA,2011,2,,,,,,2,,0
AREQUIPA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE. CAMANA,2011,1,,,,,,1,,0
CALLAO,BEPECA,AEROPUERTO,C.S. PLAYA RIMAC,2011,6,4,1,,1,,,,0
CALLAO,BEPECA,AEROPUERTO,C.S. POLIGONO IV,2011,1,,,,,1,,,100
CALLAO,BEPECA,BELLAVISTA,C.S. ALTA MAR,2011,3,1,1,,,1,,,33.33333333
CALLAO,BEPECA,BELLAVISTA,C.S. BASE BELLAVISTA (PERU-COREA),2011,3,1,,,,2,,,66.66666667
CALLAO,BEPECA,BELLAVISTA,C.S. LA PERLA,2011,9,4,2,,,3,,,33.33333333
CALLAO,BEPECA,BELLAVISTA,C.S. VILLA SR. DE LOS MILAGROS,2011,1,,,,,1,,,100
CALLAO,BEPECA,FAUCETT,C.S. FAUCETT,2011,1,1,,,,,,,0
CALLAO,BEPECA,FAUCETT,C.S. PALMERAS DE OQUENDO,2011,1,,1,,,,,,0
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. BOCANEGRA,2011,1,,,,,1,,,100
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. SESQUICENTENARIO,2011,2,,,,,2,,,100
CALLAO,BONILLA,ACAPULCO,C.S. ACAPULCO,2011,7,1,3,1,,2,,,28.57142857
CALLAO,BONILLA,ACAPULCO,C.S. JUAN PABLO II,2011,1,1,,,,,,,0
CALLAO,BONILLA,BONILLA,C.S. ALBERTO BARTON,2011,7,3,,,1,3,,1,42.85714286
CALLAO,BONILLA,BONILLA,C.S. BASE MANUEL BONILLA,2011,5,1,1,,,3,,,60
CALLAO,BONILLA,BONILLA,C.S. LA PUNTA,2011,1,,1,,,,,,0
CALLAO,BONILLA,BONILLA,C.S. PUERTO NUEVO,2011,1,,,,,1,,,100
CALLAO,BONILLA,BONILLA,C.S. SAN JUAN BOSCO,2011,7,3,,,1,3,,,42.85714286
CALLAO,BONILLA,GAMBETTA,C.S. BASE GAMBETTA ALTA,2011,2,1,1,,,,,,0
CALLAO,BONILLA,GAMBETTA,C.S. GAMBETTA BAJA,2011,1,,1,,,,,,0
CALLAO,BONILLA,GAMBETTA,C.S. RAMON CASTILLA,2011,3,1,,,,1,1,,33.33333333
CALLAO,BONILLA,JOSE OLAYA,C.S. JOSE OLAYA,2011,3,,,,,3,,,100
CALLAO,BONILLA,JOSE OLAYA,C.S. SANTA ROSA,2011,2,1,,,,1,,,50
CALLAO,BONILLA,SANTA FE,C.S. CALLAO,2011,2,,,1,,1,,,50
CALLAO,BONILLA,SANTA FE,C.S. JOSE BOTERIN,2011,3,2,,,,1,,1,33.33333333
CALLAO,BONILLA,SANTA FE,C.S. SANTA FE,2011,1,,,,,,1,,0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,C.S. MATERNO INFANTIL PERU-COREA,2011,1,,1,,,,,,0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CENTRO MEDICO NAVAL,2011,6,5,,,,,1,,0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL SARITA COLONIA,2011,7,3,1,,,3,,,42.85714286
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,POLICLINICO LUIS NEGREIROS VEGA - ESSALUD,2011,1,,,,1,,,,0
CALLAO,VENTANILLA,3 DE FEBRERO,C.S. 03 DE FEBRERO,2011,2,,,1,,1,,,50
CALLAO,VENTANILLA,4 DE FEBRERO,C.S. BAHIA BLANCA,2011,1,,1,,,,,,0
CALLAO,VENTANILLA,ANGAMOS,C.S. ANGAMOS,2011,2,,,1,,1,,,50
CALLAO,VENTANILLA,ANGAMOS,C.S. HIJOS DEL ALMIRANTE GRAU,2011,2,,,,1,1,,,50
CALLAO,VENTANILLA,ANGAMOS,P.S. DEFENSORES DE LA PATRIA,2011,2,,,,,2,,,100
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. LUIS FELIPE DE LAS CASAS,2011,1,,,,,1,,,100
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. SANTA ROSA DE PACHACUTEC,2011,2,,1,,,1,,,50
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. VILLA LOS REYES,2011,1,1,,,,,,1,0
CALLAO,VENTANILLA,MARQUEZ,C.S. BASE MARQUEZ,2011,2,,1,,,1,,,50
CALLAO,VENTANILLA,MARQUEZ,C.S. VENTANILLA ESTE,2011,1,,,,,1,,,100
CALLAO,VENTANILLA,VENTANILLA,C.S. BASE VENTANILLA (HOSP. VENTANILLA),2011,2,1,,,1,,,,0
CALLAO,VENTANILLA,VENTANILLA,C.S. MI PERU,2011,3,,2,,,1,,,33.33333333
CALLAO,VENTANILLA,VENTANILLA,C.S. VENTANILLA ALTA,2011,1,1,,,,,,,0
CUSCO,CANAS-CANCHIS-ESPINAR,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. ESPINAR,2011,1,,,,,1,,,100
CUSCO,LA CONVENCION,SANTA ANA,HOSP. QUILLABAMBA,2011,1,1,,,,,,,0
CUSCO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. APOYO A.LORENA,2011,3,2,1,,,,,,0
HUANCAVELICA,HUANCAVELICA,ASCENCION,C.S. SANTA ANA,2011,1,,,,,,1,,0
ICA,CHINCHA - PISCO,CHINCHA,HOSP. SAN JOSE DE CHINCHA,2011,3,1,,,1,1,,,33.33333333
ICA,CHINCHA - PISCO,CHINCHA BAJA,C.S. CHINCHA BAJA,2011,1,1,,,,,,,0
ICA,CHINCHA - PISCO,CHINCHA BAJA,P.S. HOJA REDONDA,2011,2,2,,,,,,,0
ICA,CHINCHA - PISCO,PISCO,HOSP. SAN JUAN DE DIOS,2011,4,1,,1,1,1,,1,25
ICA,CHINCHA - PISCO,PISCO,P.S. SAN MARTIN DE PORRAS,2011,1,,1,,,,,,0
ICA,CHINCHA - PISCO,PUEBLO NUEVO,C.S. PUEBLO NUEVO,2011,1,1,,,,,,,0
ICA,CHINCHA - PISCO,PUEBLO NUEVO,P.S. LOS ALAMOS,2011,1,1,,,,,,,0
ICA,CHINCHA - PISCO,PUEBLO NUEVO,P.S. SAN ISIDRO,2011,1,1,,,,,,,0
ICA,CHINCHA - PISCO,SAN CLEMENTE,C.S. SAN CLEMENTE,2011,3,1,,,,1,1,,33.33333333
ICA,CHINCHA - PISCO,TUPAC AMARU INCA,C.S. TUPAC AMARU,2011,1,1,,,,,,,0
ICA,ICA-PALPA-NAZCA,ICA(SOCORRO),C.S. ACOMAYO,2011,3,2,1,,,,,,0
ICA,ICA-PALPA-NAZCA,ICA(SOCORRO),HOSP. STA.MARIA DEL SOCORRO,2011,1,,,,1,,,,0
ICA,ICA-PALPA-NAZCA,ICA(SOCORRO),P.S. SAN MARTIN DE PORRAS,2011,1,,,,,1,,,100
ICA,ICA-PALPA-NAZCA,LA PALMA,C.S. LA PALMA GRANDE,2011,2,2,,,,,,,0
ICA,ICA-PALPA-NAZCA,LA PALMA,P.S. CACHICHE,2011,1,1,,,,,,,0
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,C.S. LA TINGUIÑA,2011,3,2,,,,,1,,0
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,C.S. PARCONA,2011,2,1,,,1,,,,0
ICA,ICA-PALPA-NAZCA,NASCA,C.S. INGENIO,2011,1,1,,,,,,,0
ICA,ICA-PALPA-NAZCA,NASCA,C.S. MARCONA,2011,1,,,,,1,,,100
ICA,ICA-PALPA-NAZCA,NASCA,HOSP. DE APOYO DE NAZCA,2011,1,,,1,,,,,0
ICA,ICA-PALPA-NAZCA,PALPA,P.S. PUEBLO NUEVO,2011,1,,,,1,,,,0
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,P.S. LA ANGOSTURA,2011,1,,,,,1,,,100
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,P.S. SENOR DE LUREN,2011,1,1,,,,,,,0
ICA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL DE CACHICHE,2011,7,3,3,,1,,,,0
JUNIN,CHANCHAMAYO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO LA  MERCED,2011,4,2,,,,2,,,50
JUNIN,CHANCHAMAYO,PICHANAKI,C.S. PICHANAKI,2011,3,1,1,,,1,,,33.33333333
JUNIN,CHANCHAMAYO,SAN RAMON,C.S. SAN RAMON,2011,2,1,,,,1,,,50
JUNIN,SATIPO,PUERTO OCOPA,P.S. CUTIVIRENI,2011,1,,1,,,,,,0
JUNIN,SATIPO,RIO NEGRO-SATIPO,P.S. MARIPOSA,2011,1,,,,,1,,,100
JUNIN,VALLE DEL MANTARO,CHUPACA,P.S. SAN JUAN DE ISCOS,2011,1,,,,1,,,,0
JUNIN,VALLE DEL MANTARO,EL TAMBO,P.S. JUAN PARRA DEL RIEGO,2011,1,1,,,,,,,0
JUNIN,VALLE DEL MANTARO,EL TAMBO,P.S. LA VICTORIA,2011,1,1,,,,,,,0
JUNIN,VALLE DEL MANTARO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO DANIEL ALCIDES CARRION,2011,4,1,,,1,2,,,50
LA LIBERTAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL EL MILAGRO,2011,2,1,1,,,,,,0
LA LIBERTAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. BELEN,2011,1,1,,,,,,,0
LA LIBERTAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DOCENTE DE TRUJILLO,2011,3,,1,,,2,,,66.66666667
LA LIBERTAD,RED ASCOPE,ASCOPE,P.S. CASA GRANDE,2011,4,,,,,4,,,100
LA LIBERTAD,RED ASCOPE,CHICAMA,C.S. CHICAMA,2011,2,1,,,1,,,,0
LA LIBERTAD,RED ASCOPE,PAIJAN,C.S. PAIJAN,2011,2,1,,,,1,,,50
LA LIBERTAD,RED CHEPEN,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. CHEPEN,2011,1,,,,,1,,,100
LA LIBERTAD,RED PACASMAYO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. TOMAS LAFORA,2011,1,1,,,,,,,0
LA LIBERTAD,RED TRUJILLO,FLORENCIA DE MORA,C.S. EL ESFUERZO,2011,2,1,,,,1,,,50
LA LIBERTAD,RED TRUJILLO,FLORENCIA DE MORA,P.S. SANTO TORIBIO DE MOGROVEJO,2011,2,,2,,,,,,0
LA LIBERTAD,RED TRUJILLO,HUANCHACO,C.S. MILAGRO,2011,1,,,,,1,,,100
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,C.S. JERUSALEN,2011,1,1,,,,,,,0
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,C.S. SANTISIMO SACRAMENTO,2011,1,,,,,,1,,0
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,C.S. WICHANZAO,2011,2,1,,,,1,,,50
LA LIBERTAD,RED TRUJILLO,LAREDO,HOSP. LAREDO,2011,4,,,,2,2,,,50
LA LIBERTAD,RED TRUJILLO,MOCHE,HOSP. WALTER CRUZ VILCA,2011,1,1,,,,,,,0
LA LIBERTAD,RED TRUJILLO,MOCHE,P.S. ALTO MOCHE,2011,1,,,,,1,,,100
LA LIBERTAD,RED TRUJILLO,PORVENIR,P.S. ALTO  TRUJILLO,2011,1,1,,,,,,,0
LA LIBERTAD,RED TRUJILLO,PORVENIR,P.S. GRAN CHIMU,2011,2,1,,,,1,,,50
LA LIBERTAD,RED TRUJILLO,PORVENIR,"P.S. RIO SECO - ""SANTA. ROSA""",2011,2,1,1,,,,,,0
LA LIBERTAD,RED TRUJILLO,PORVENIR,P.S. VIRGEN DEL CARMEN,2011,1,,,,,1,,,100
LA LIBERTAD,RED TRUJILLO,TRUJILLO - METROPOLITANO,C.S. SAN MARTIN PORRES,2011,4,,,1,,3,,,75
LA LIBERTAD,RED TRUJILLO,VICTOR LARCO,C.S. VISTA ALEGRE,2011,1,,1,,,,,,0
LA LIBERTAD,RED VIRU,VIRU,C.S. VIRU,2011,2,1,,,,1,,,50
LAMBAYEQUE,CHICLAYO,MOCUPE,P.S. TUPAC AMARU,2011,1,,,,,1,,,100
LAMBAYEQUE,CHICLAYO,SAN ANTONIO,C.S. SAN ANTONIO,2011,1,1,,,,,,,0
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,C.S. MOTUPE,2011,1,,,,,,1,,0
LAMBAYEQUE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. BELEN,2011,2,,,,,,2,,0
