DIRECCION_SALUD,RED_SALUD,MICRO_RED,DESC_ESTAB,year,Incluidos,Curado,Tratamiento completo,Fracaso,Fallecido,Abandono,No evaluado,Excluido,p_abandono
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II CONSUELO DE VELASCO,2009,1,1,,,,,,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II MICAELA BASTIDAS,2009,1,1,,,,,,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II NUEVA ESPERANZA,2009,2,,2,,,,,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II PACHITEA,2009,1,1,,,,,,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II SANTA JULIA,2009,1,,,,1,,,,0.0
PIURA I (PIURA),PIURA CASTILLA,PIURA,P.S. CONVENIO EJIDOS DE HUAN,2009,1,,,,,,1,,0.0
PIURA II (SULLANA),NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO III-SULLANA,2009,1,,,,,1,,,100.0
PUNO,SAN ROMAN,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REG JULIACA (CARLOS MONGE M.),2009,1,1,,,,,,,0.0
PUNO,YUNGUYO,OLLARAYA,P.S. TINICACHI,2009,1,,,,,1,,,100.0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL CARQUIN HUACHO,2009,2,,,1,,1,,,50.0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL NUEVO IMPERIAL CAÑETE,2009,1,,,,,,1,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE BARRANCA,2009,2,1,,,1,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,C.S. LAURIAMA,2009,1,,,,1,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. CHAQUILA,2009,1,1,,,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. LIMONCILLO,2009,1,,,1,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PARAMONGA,C.S. PARAMONGA,2009,1,,,,1,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PARAMONGA,P.S. LAS DELICIAS,2009,1,1,,,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PATIVILCA,C.S. PATIVILCA,2009,1,,,1,,,,,0.0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PATIVILCA,P.S. BUENOS AIRES,2009,1,,,,,1,,,100.0
REGION LIMA,RED II HUAURA - OYON,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE HUACHO,2009,3,2,,,1,,,,0.0
REGION LIMA,RED II HUAURA - OYON,HUALMAY,C.S. HUALMAY,2009,2,1,,,,1,,,50.0
REGION LIMA,RED II HUAURA - OYON,HUALMAY,P.S. DOMINGO MANDAMIENTO,2009,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,HUAURA,C.S. HUAURA,2009,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,HUAURA,P.S. HUMAYA,2009,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,SAYAN,C.S. SAYAN,2009,1,1,,,,,,,0.0
REGION LIMA,RED II HUAURA - OYON,VEGUETA,C.S. VEGUETA,2009,1,1,,,,,,,0.0
REGION LIMA,RED III HUARAL - CHANCAY,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE HUARAL,2009,6,3,1,,,2,,,33.3
REGION LIMA,RED III HUARAL - CHANCAY,PERALVILLO,P.S. QUEPEPAMPA,2009,1,,,,,1,,,100.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,C.S. RICARDO PALMA,2009,1,1,,,,,,,0.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,CLAS CORAZON DE JESUS (P.S. SAGRADO CORAZON),2009,1,1,,,,,,,0.0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,P.S. BUENOS AIRES,2009,1,,,,,,1,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,C.S. IMPERIAL,2009,1,1,,,,,,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,C.S. NUEVO IMPERIAL,2009,1,,,,,1,,,100.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,C.S. QUILMANA,2009,1,,,,,1,,,100.0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. LA HUERTA,2009,1,1,,,,,,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,SAN VICENTE,C.S. SAN VICENTE,2009,1,1,,,,,,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,SAN VICENTE,P.S. LAURA CALLER,2009,1,,1,,,,,,0.0
REGION LIMA,RED VII CAÑETE - YAUYOS,SAN VICENTE,P.S. SANTA CRUZ,2009,2,2,,,,,,,0.0
REGION LIMA,RED VIII CHILCA - MALA,MALA,C.S. MALA,2009,1,,1,,,,,,0.0
REGION LIMA,RED VIII CHILCA - MALA,MALA,P.S. BUJAMA,2009,1,,,,,1,,,100.0
TACNA,TACNA,CONO NORTE,P.S. CONO NORTE,2009,1,,1,,,,,,0.0
TACNA,TACNA,CONO SUR,P.S. LAS BEGONIAS,2009,1,,,,,,1,,0.0
TACNA,TACNA,CONO SUR,P.S. VISTA ALEGRE,2009,1,1,,,,,,,0.0
TACNA,TACNA,METROPOLITANA,C.S. METROPOLITANO,2009,1,,,,1,,,,0.0
TUMBES,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO JOSE ALFREDO MENDOZA OLAVARRI,2009,5,1,2,,,1,1,,20.0
TUMBES,TUMBES,PAMPA GRANDE,C.S. PAMPA GRANDE,2009,0,,,,,,,1,#DIV/0!
TUMBES,TUMBES,ZARUMILLA,C.S. AGUAS VERDES,2009,1,,,,,,1,,0.0
TUMBES,TUMBES,ZARUMILLA,P.S. LA CURVA,2009,1,,,1,,,,,0.0
UCAYALI,CORONEL  PORTILLO,09 DE OCTUBRE,P.S. FRATERNIDAD,2009,1,1,,,,,,,0.0
UCAYALI,CORONEL  PORTILLO,SAN FERNANDO,C.S. SAN FERNANDO,2009,1,1,,,,,,,0.0
UCAYALI,CORONEL  PORTILLO,SAN FERNANDO,P.S. 7 DE JUNIO,2009,2,2,,,,,,,0.0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,C.S. NUEVO PARAISO,2009,1,,,,,,1,,0.0
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO Nº 2 -YARINACOCHA,2009,1,1,,,,,,,0.0
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE PUCALLPA,2009,6,3,,,,2,1,,33.3
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE UCAYALI,2009,1,,,,,,1,,0.0
ANCASH,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. LA CALETA,2010,1,,,,,,1,,0.0
ANCASH,PACIFICO,CASMA,HOSP. CASMA,2010,1,1,,,,,,,0.0
ANCASH,PACIFICO,HUARMEY,HOSP. HUARMEY,2010,1,,,1,,,,,0.0
ANCASH,PACIFICO,HUARMEY,P.S. LA VICTORIA,2010,2,2,,,,,,,0.0
ANCASH,PACIFICO,MIRAFLORES ALTO,P.S. MIRAFLORES ALTO,2010,1,,,,1,,,,0.0
ANCASH,PACIFICO,MIRAFLORES ALTO,P.S. SANTA ANA COSTA,2010,1,,,,1,,,,0.0
ANCASH,PACIFICO,PROGRESO,C.S. PROGRESO,2010,1,1,,,,,,,0.0
ANCASH,PACIFICO,PROGRESO,P.S. MAGDALENA NUEVA,2010,1,1,,,,,,,0.0
ANCASH,PACIFICO,PROGRESO,P.S. SAN PEDRO,2010,1,,,1,,,,,0.0
ANCASH,PACIFICO,YUGOSLAVIA,C.S. YUGOSLAVIA,2010,1,,,,,1,,,100.0
ANCASH,PACIFICO,YUGOSLAVIA,P.S. VILLA MARIA,2010,1,1,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,ALTO SELVA ALEGRE,C.S. ALTO SELVA ALEGRE,2010,1,1,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,AMPLIACION PAUCARPATA,C.S. AMPLIAC. PAUCARPATA,2010,1,1,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,CHARACATO,P.S. QUEQUEùA,2010,1,,1,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,CIUDAD BLANCA,C.S. CIUDAD BLANCA,2010,1,,1,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,EL PEDREGAL,C.S. SANDRITA PEREZ EL PEDREGAL,2010,2,2,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,HUNTER,P.S. ALTO ALIANZA,2010,1,1,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,HUNTER,P.S. CAMINOS DEL INCA,2010,1,1,,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,MARITZA CAMPOS DIAZ,P.S. NAZARENO,2010,2,,1,1,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,VICTOR RAUL HINOJOZA,C.S. VICTOR R. HINOJOSA,2010,1,,1,,,,,,0.0
AREQUIPA,AREQUIPA  CAYLLOMA,VICTOR RAUL HINOJOZA,P.S. LAS ESMERALDAS,2010,1,1,,,,,,,0.0
AREQUIPA,CAMANA CARAVELLI,ACARI,C.S. ACARı,2010,1,,1,,,,,,0.0
AREQUIPA,CAMANA CARAVELLI,CARAVELI,C.S. ATICO,2010,1,,,,1,,,,0.0
AREQUIPA,CAMANA CARAVELLI,IQUIPI,P.S. PIUCA,2010,1,,,,,,1,,0.0
AREQUIPA,CAMANA CARAVELLI,SAN JOSE,C.S. SAN JOSÉ,2010,1,,1,,,,,,0.0
AREQUIPA,CAMANA CARAVELLI,SAN JOSE,P.S. EL PUENTE,2010,1,,1,,,,,,0.0
AREQUIPA,CASTILLA CONDESUYOS - LA UNION,CORIRE,P.S. EL PEDREGAL,2010,3,,1,,,1,1,,33.3
AREQUIPA,ISLAY,ALTO INCLAN,C.S. ALTO INCLAN,2010,1,,,,,1,,,100.0
AREQUIPA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE. CAMANA,2010,1,1,,,,,,,0.0
CALLAO,BEPECA,AEROPUERTO,C.S. AEROPUERTO,2010,1,1,,,,,,,0.0
CALLAO,BEPECA,AEROPUERTO,C.S. PLAYA RIMAC,2010,4,4,,,,,,1,0.0
CALLAO,BEPECA,AEROPUERTO,C.S. POLIGONO IV,2010,1,1,,,,,,,0.0
CALLAO,BEPECA,BELLAVISTA,C.S. ALTA MAR,2010,4,3,,,1,,,,0.0
CALLAO,BEPECA,BELLAVISTA,C.S. BASE BELLAVISTA (PERU-COREA),2010,6,4,1,,1,,,,0.0
CALLAO,BEPECA,BELLAVISTA,C.S. CARMEN DE LA LEGUA,2010,2,1,,,1,,,,0.0
CALLAO,BEPECA,BELLAVISTA,C.S. LA PERLA,2010,3,,1,,1,1,,,33.3
CALLAO,BEPECA,FAUCETT,C.S. 200 MILLAS,2010,1,,1,,,,,,0.0
CALLAO,BEPECA,FAUCETT,C.S. FAUCETT,2010,1,1,,,,,,,0.0
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. BOCANEGRA,2010,1,,,,,1,,,100.0
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. EL ALAMO,2010,1,,,,,1,,,100.0
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. PREVI,2010,4,3,,,1,,,,0.0
CALLAO,BEPECA,SESQUI-CENTENARIO,C.S. SESQUICENTENARIO,2010,2,2,,,,,,,0.0
CALLAO,BONILLA,ACAPULCO,C.S. ACAPULCO,2010,4,1,,1,1,1,,,25.0
CALLAO,BONILLA,ACAPULCO,C.S. JUAN PABLO II,2010,2,,1,1,,,,,0.0
CALLAO,BONILLA,BONILLA,C.S. ALBERTO BARTON,2010,5,1,2,,,2,,,40.0
CALLAO,BONILLA,BONILLA,C.S. BASE MANUEL BONILLA,2010,8,3,,,,5,,,62.5
CALLAO,BONILLA,BONILLA,C.S. PUERTO NUEVO,2010,1,,,,,1,,,100.0
CALLAO,BONILLA,BONILLA,C.S. SAN JUAN BOSCO,2010,2,1,,1,,,,,0.0
CALLAO,BONILLA,GAMBETTA,C.S. BASE GAMBETTA ALTA,2010,3,3,,,,,,,0.0
CALLAO,BONILLA,GAMBETTA,C.S. GAMBETTA BAJA,2010,1,,,,,,1,,0.0
CALLAO,BONILLA,JOSE OLAYA,C.S. JOSE OLAYA,2010,3,,1,1,,1,,2,33.3
CALLAO,BONILLA,JOSE OLAYA,C.S. SANTA ROSA,2010,2,1,,,1,,,,0.0
CALLAO,BONILLA,SANTA FE,C.S. CALLAO,2010,1,,,1,,,,,0.0
CALLAO,BONILLA,SANTA FE,C.S. JOSE BOTERIN,2010,2,2,,,,,,,0.0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,C.S. MATERNO INFANTIL PERU-COREA,2010,1,,1,,,,,,0.0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CENTRO MEDICO NAVAL,2010,2,1,,,,,1,,0.0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL SARITA COLONIA,2010,4,1,1,,,,2,,0.0
CALLAO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NAC. DANIEL A. CARRION,2010,2,,,,,,2,,0.0
CALLAO,VENTANILLA,3 DE FEBRERO,C.S. 03 DE FEBRERO,2010,1,1,,,,,,,0.0
CALLAO,VENTANILLA,4 DE FEBRERO,C.S. CIUDAD PACHACUTEC,2010,2,,1,,,1,,,50.0
CALLAO,VENTANILLA,ANGAMOS,C.S. ANGAMOS,2010,3,1,,1,,1,,,33.3
CALLAO,VENTANILLA,ANGAMOS,C.S. HIJOS DEL ALMIRANTE GRAU,2010,3,,1,,,2,,,66.7
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. LUIS FELIPE DE LAS CASAS,2010,3,1,1,,,1,,,33.3
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. SANTA ROSA DE PACHACUTEC,2010,1,1,,,,,,,0.0
CALLAO,VENTANILLA,FORJANDO SALUD,C.S. VILLA LOS REYES,2010,2,2,,,,,,,0.0
CALLAO,VENTANILLA,MARQUEZ,C.S. BASE MARQUEZ,2010,2,,,,,1,1,,50.0
CALLAO,VENTANILLA,MARQUEZ,C.S. VENTANILLA BAJA,2010,1,1,,,,,,,0.0
CALLAO,VENTANILLA,MARQUEZ,C.S. VENTANILLA ESTE,2010,1,,1,,,,,,0.0
CALLAO,VENTANILLA,VENTANILLA,C.S. BASE VENTANILLA (HOSP. VENTANILLA),2010,5,4,1,,,,,,0.0
CALLAO,VENTANILLA,VENTANILLA,C.S. MI PERU,2010,4,2,1,,,1,,,25.0
CALLAO,VENTANILLA,VENTANILLA,C.S. VENTANILLA ALTA,2010,2,2,,,,,,,0.0
CUSCO,CANAS-CANCHIS-ESPINAR,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. ESPINAR,2010,1,,1,,,,,,0.0
CUSCO,CUSCO SUR,SAN JERONIMO,C.S. SAN JERONIMO,2010,1,1,,,,,,,0.0
CUSCO,LA CONVENCION,SANTA ANA,HOSP. QUILLABAMBA,2010,1,1,,,,,,,0.0
CUSCO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. APOYO A.LORENA,2010,4,1,,,,2,1,,50.0
CUSCO,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL CUSCO,2010,1,,,,1,,,,0.0
HUANUCO,HUANUCO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL HERMILIO VALDIZAN,2010,1,,,,,,1,,0.0
ICA,CHINCHA - PISCO,CHINCHA,C.S. SUNAMPE,2010,1,,1,,,,,,0.0
ICA,CHINCHA - PISCO,CHINCHA,HOSP. SAN JOSE DE CHINCHA,2010,2,2,,,,,,,0.0
ICA,CHINCHA - PISCO,PISCO,HOSP. SAN JUAN DE DIOS,2010,1,1,,,,,,,0.0
ICA,CHINCHA - PISCO,PISCO,P.S. SAN MARTIN DE PORRAS,2010,2,2,,,,,,,0.0
ICA,CHINCHA - PISCO,PUEBLO NUEVO,P.S. SAN ISIDRO,2010,1,,,,,1,,,100.0
ICA,CHINCHA - PISCO,SAN CLEMENTE,C.S. SAN CLEMENTE,2010,1,,,,,1,,,100.0
ICA,CHINCHA - PISCO,TUPAC AMARU INCA,C.S. SAN MIGUEL,2010,1,,,,,1,,,100.0
ICA,CHINCHA - PISCO,TUPAC AMARU INCA,C.S. TUPAC AMARU,2010,1,,,,,1,,,100.0
ICA,ICA-PALPA-NAZCA,ICA(SOCORRO),C.S. ACOMAYO,2010,2,1,,1,,,,,0.0
ICA,ICA-PALPA-NAZCA,LA PALMA,C.S. LA PALMA GRANDE,2010,2,1,,1,,,,,0.0
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,C.S. LA TINGUIÑA,2010,3,2,,,1,,,,0.0
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,C.S. PARCONA,2010,2,2,,,,,,,0.0
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,P.S. YAURILLA,2010,2,,,,2,,,,0.0
ICA,ICA-PALPA-NAZCA,NASCA,C.S. MARCONA,2010,1,,1,,,,,,0.0
ICA,ICA-PALPA-NAZCA,PALPA,HOSP. DE APOYO DE PALPA,2010,1,,,,,1,,,100.0
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,C.S. SAN JOAQUIN,2010,2,2,,,,,,,0.0
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,C.S. SUBTANJALLA,2010,1,,,,,,1,,0.0
ICA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL DE CACHICHE,2010,2,1,,1,,,,,0.0
JUNIN,CHANCHAMAYO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO LA  MERCED,2010,4,2,1,,,1,,,25.0
JUNIN,CHANCHAMAYO,PERENE,P.S. SAN FERNANDO DE KIVINAKI,2010,1,1,,,,,,,0.0
JUNIN,CHANCHAMAYO,SAN RAMON,C.S. SAN RAMON,2010,1,,,1,,,,,0.0
JUNIN,SATIPO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO MANUEL HIGA ARAKAKI (HOSP. SATIPO),2010,1,,1,,,,,,0.0
JUNIN,TARMA,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO F. MAYORCA SOTO,2010,1,1,,,,,,,0.0
JUNIN,VALLE DEL MANTARO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO DANIEL ALCIDES CARRION,2010,4,,,1,1,2,,,50.0
LA LIBERTAD,RED ASCOPE,PAIJAN,C.S. PAIJAN,2010,1,,,,,1,,,100.0
LA LIBERTAD,RED CHEPEN,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. CHEPEN,2010,2,2,,,,,,,0.0
LA LIBERTAD,RED CHEPEN,SANTA ROSA DE LIMA,P.S. SANTA ROSA,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED PACASMAYO,SANTA CATALINA,C.S. SANTA CATALINA,2010,1,,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,FLORENCIA DE MORA,C.S. EL ESFUERZO,2010,4,2,1,,,1,,,25.0
LA LIBERTAD,RED TRUJILLO,FLORENCIA DE MORA,P.S. FLORENCIA DE MORA PARTE ALTA,2010,1,,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,HUANCHACO,C.S. MILAGRO,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,C.S. JERUSALEN,2010,2,1,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,C.S. SANTISIMO SACRAMENTO,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,LA ESPERANZA,P.S. BELLAVISTA,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,LAREDO,C.S. LAREDO,2010,1,,,1,,,,,0.0
LA LIBERTAD,RED TRUJILLO,MOCHE,P.S. SAN PEDRO - DELICIAS,2010,1,,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,PORVENIR,C.S. BUEN PASTOR,2010,1,,1,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,PORVENIR,HOSP. SANTA ISABEL,2010,3,3,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,PORVENIR,P.S. GRAN CHIMU,2010,1,,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,PORVENIR,P.S. VIRGEN DEL CARMEN,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,TRUJILLO - METROPOLITANO,C.S. ARANJUEZ,2010,1,1,,,,,,,0.0
LA LIBERTAD,RED TRUJILLO,TRUJILLO - METROPOLITANO,C.S. LOS JARDINES,2010,1,,,,,,1,,0.0
LA LIBERTAD,RED TRUJILLO,VICTOR LARCO,P.S. LIBERACION  SOCIAL,2010,2,,,,1,1,,,50.0
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,C.S. ATUSPARIAS,2010,3,,,,1,1,1,,33.3
LAMBAYEQUE,CHICLAYO,SAN ANTONIO,P.S. TUMAN,2010,1,,,,,1,,,100.0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,C.S. FERREÑAFE,2010,1,,1,,,,,,0.0
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,C.S. TUCUME,2010,1,,,,,1,,,100.0
LAMBAYEQUE,LAMBAYEQUE,OLMOS,C.S. OLMOS,2010,1,,,,,,1,,0.0
LAMBAYEQUE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. LAS MERCEDES,2010,0,,,,,,,1,#DIV/0!
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. JESUS MARIA,2010,4,3,,,1,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. MAGDALENA,2010,3,1,,,1,1,,,33.3
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. SAN MIGUEL,2010,7,6,,,1,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. EL PINO,2010,2,2,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. EL PORVENIR,2010,8,4,1,1,,2,,,25.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. LINCE,2010,1,1,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. MAX A. SCHREIBER,2010,12,5,2,,,5,,,41.7
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. SAN COSME,2010,12,9,,,1,2,,,16.7
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. SAN LUIS,2010,4,3,,,,1,,,25.0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,P.S. CERRO EL PINO,2010,3,1,,,1,1,,,33.3
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. BREÑA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. CHACRA COLORADA,2010,1,,,1,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. CONDE DE LA VEGA B.,2010,3,2,,1,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. JUAN PEREZ CARRANZA,2010,12,5,,,3,4,,,33.3
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. SAN SEBASTIAN,2010,6,2,,,3,1,,,16.7
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. V. M. P. SOCORRO,2010,3,3,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,P.S. RESCATE,2010,1,1,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. MIRAFLORES,2010,1,1,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. SAN ISIDRO,2010,1,1,,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. SURQUILLO,2010,3,2,1,,,,,,0.0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. VILLA  VICTORIA  PORVENIR,2010,1,1,,,,,,,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL SAN JORGE,2010,1,1,,,,,,,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO SANTA ROSA,2010,7,4,1,1,,1,,,14.3
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. EDGARDO REBAGLIATI M. - ESSALUD,2010,2,,,,,,2,1,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. MILITAR,2010,3,3,,,,,,,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NACIONAL CAYETANO HEREDIA,2010,4,4,,,,,,,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NACIONAL SERGIO BERNALES,2010,3,,,,2,1,,,33.3
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. PUENTE PIEDRA,2010,3,,1,1,1,,,,0.0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSPITAL CENTRAL PNP,2010,2,1,,1,,,,,0.0
